text,label,subset
"Confidential Information shall not include information which:  (a) is in the public domain prior to the date of its disclosure to Recipient by the Disclosing Party;  (b) is known and can be shown to be known by Recipient prior to the date of its disclosure to Recipient by Disclosing Party;  (c) becomes part of the public domain by publication or otherwise, and is not the result of any unauthorized act or omission on the part of Recipient;  (d) can be demonstrated to have been supplied to Recipient by a third party who is under no obligation to the Disclosing Party to maintain such information in confidence; or  (e) is independently developed by Recipient without the use of the Confidential Information.",Confidentiality Clause,train
"The Recipient or its Representatives may disclose the Discloser's Confidential Information to the extent such Confidential Information is required to be disclosed by law, by any governmental or other regulatory authority, or by a court or other authority of competent jurisdiction provided that, to the extent it is legally permitted to do so, the Recipient or its Representatives give the Discloser as much notice of this disclosure as possible and, where notice of disclosure is not prohibited and is given in accordance with this clause 4.2, it takes into account the reasonable requests of the Discloser in relation to the content of this disclosure.",Confidentiality Clause,train
"The term “Representatives” means, as to any person, such person’s affiliates (only to the extent that they receive Evaluation Material) and its and their respective directors, officers, employees, managing members, general partners, advisors, agents or representatives (including legal advisors) and, subject to paragraph 5 below, financing sources, but only to the extent that such advisors, agents, representatives or financing sources receive Evaluation Material. Use and Confidentiality of Evaluation Materials 1. You and your Representatives will  (i) use the Evaluation Material solely for the purpose of evaluating a possible Transaction with the Company involving you and  (ii) keep the Evaluation Material strictly confidential and (except as required by applicable law, regulation or legal process, and only after compliance with paragraph 6 below under the heading “Compelled Disclosure”) will not, without the Company’s prior written consent, disclose any Evaluation Material to any person, except that the Evaluation Material (or portions thereof) may be disclosed to those of your Representatives who need to know such information solely for the purpose of evaluating a possible Transaction (it being understood that prior to such disclosure your Representatives will be informed of the confidential nature of the Evaluation Material and directed that such information is to be kept confidential and not used for any purpose other than the evaluation of the possible Transaction). ",Confidentiality Clause,test
"3. The Recipient undertakes to keep the Confidential Information secure and not to disclose it to any third party [except to its employees [and professional advisers] who need to know the same for the Purpose, who know they owe a duty of confidence to the Discloser and who are bound by obligations equivalent to those in clause 2 above and this clause 3.",Confidentiality Clause,train
"“Confidential Information” means any information, technical data or know-how, including, but not limited to, that which relates to research, products, services, customers, markets, software, developments, inventions, processes, designs, drawings, engineering, marketing or finances, disclosed orally or in written or electronic form, and which is marked or identified by the disclosing party as “proprietary” or “confidential”. ",Confidentiality Clause,train
"The Receiving Party may disclose the Disclosing Party’s Confidential Information strictly on a need-to-know basis to only those personnel, including employees of the Receiving Party’s contractors, who require access to the Disclosing Party’s Confidential Information in order to perform or derive benefit from the Services or otherwise meet its obligations under this Agreement. ",Confidentiality Clause,train
"2. The Recipient undertakes not to use the Confidential Information for any purpose except the Purpose, without first obtaining the written agreement of the Discloser.",Confidentiality Clause,train
"4.1 Regular Board meetings are, in the ordinary course of events, not open to the public and/or media. a) Members of SAMED may on invitation attend Board meetings. b) Once the Board has dealt with an issue in a board meeting and has decided on that matter, the issue is considered to be accessible to members to the extent of that decision.  Matters that are so declared may be accessible to the public at large to the extent so declared by the Board. c) All decisions that would be accessible to the general membership and/or the public at large will be recorded as such in the Board minutes. d) If no recordal is made, the matter, discussions and all resolutions should be deemed to be confidential unless declared by the Board by resolution as not confidential.",Confidentiality Clause,test
"(f) “Representatives” means all Persons acting on behalf of a specified Party or its Affiliates, including without limitation, its directors, officers, lenders, employees, agents, representatives, financial advisors, attorneys, accountants, consultants, reserve and valuation and other experts. 2. Use of Confidential Information; Confidentiality. (a) Each Receiving Party shall keep all Confidential Information it receives or obtains from a Disclosing Party confidential and shall not, without the prior written consent of the Disclosing Party, disclose such Confidential Information, in whole or in part, and shall not use such Confidential Information, directly or indirectly, for any purpose other than in connection with evaluating the Transaction.  The exposure of the Receiving Party to the Confidential Information or its disclosure shall not be construed in any way to grant to the Receiving Party any right or license with respect to the Information other than the right to use such Confidential Information strictly in accordance with this Agreement.  Moreover, each Receiving Party shall have the right to disclose that it is evaluating the Transaction and transmit Confidential Information to its Representatives only if and to the extent that such Representatives need to know the Confidential Information for the purpose of evaluating the Transaction and are informed by such Receiving Party of the confidential nature of the Confidential Information and agree (in writing) to be bound by the terms of this Agreement. ",Confidentiality Clause,dev
(c) The undersigned Receiving Party may disclose Confidential Information only to Receiving Party’s employees and consultants on a need-to-know basis. ,Confidentiality Clause,train
"“Confidential Information:” means all confidential information (however recorded, preserved or disclosed) disclosed by a Party or its Representatives to the other Party and that Party's Representatives including but not limited to: the fact that discussions and negotiations are taking place concerning the Purpose and the status of those discussions and negotiations; any information that would be regarded as confidential by a reasonable business person relating to:",Confidentiality Clause,train
"7.1  These terms and conditions will not apply to any Conﬁdential Information which: (a) is in or becomes part of the public domain or is or otherwise becomes public knowledge by any means other than by breach by a Receiving Party or their Personnel of any obligation contained herein; (b) was previously or is at any time hereafter disclosed to a Receiving Party by any third Party having the right to disclose the same provided that such source is not known to the Receiving Party to be bound by a conﬁdentiality agreement with, or other obligation to secrecy to, the Disclosing Party; (c) is released from the provisions of this undertaking by prior written consent given by a director or authorised representative of the Disclosing Party; or (d) was otherwise independently acquired or developed by the Receiving Party without violating its obligations hereunder.",Confidentiality Clause,test
investor shall further keep in confidence and not disclose any part of the Information to a third party or parties or use the business plan without the written consent of TTI.,Confidentiality Clause,train
"In the event that the Receiving Party or anyone to whom it discloses the Confidential Information receives a request to disclose all or any part of the Confidential Information or Discussion Information under the terms of a subpoena or other order issued by a court of competent jurisdiction or by another governmental agency or as otherwise required pursuant to law, regulation or other legal process, the Receiving Party shall (if legally practicable or permitted)  (a) promptly notify the Company of the existence, terms and circumstances surrounding such a request,  (b) consult with the Company on the advisability of taking steps to resist or narrow such request, ",Confidentiality Clause,train
"(a) ""Confidential Information"" means all information heretofore developed or used by the Seller or any of its Affiliates relating to the Restricted Business (as defined below) operations, employees, customers and clients of the Seller, including, but not limited to, customer and client lists, customer or client orders, financial data, pricing information and price lists, business plans and market strategies and arrangements, all books, records, manuals, advertising materials, catalogues, correspondence, mailing lists, production data, sales materials and records, purchasing materials and records, personnel records, quality control records and procedures included in or relating to the Restricted Business or any of the assets of the Seller, and all trademarks, copyrights and patents and applications therefor, all trade secrets, inventions, processes, procedures, research records, market surveys and marketing know-how and other technical papers.  The term ""Confidential Information"" also includes any other information heretofore or hereafter acquired by the Seller and deemed by it to be confidential.",Confidentiality Clause,train
"(a) The term “Evaluation Material” means information concerning the Provider which is furnished on or after November 8, 2011 to the Recipient or its Representatives (as defined below) on the Recipient's behalf in connection with the Recipient’s evaluation of a Possible Transaction, including its business, financial condition, operations, assets and liabilities, and includes all notes, analyses, compilations, studies, interpretations or other documents prepared by the Recipient or its Representatives to the extent containing or which are based upon, in whole or in part, the information furnished by the Provider hereunder, The term Evaluation Material does not include information which  (i) is or becomes publicly available other than as a result of a disclosure by the Recipient or its Representatives in breach of this Agreement,  (ii) was within the Recipient’s or its Representatives possession prior to its being furnished to the Recipient or its Representatives by or on behalf of the Provider, provided that the source of such information was not known by the Recipient or its Representatives to be bound by a confidentiality agreement with, or other contractual, legal or fiduciary obligation of confidentiality to, the Provider with respect to such information,  (iii) is or becomes available to the Recipient or its Representatives on a non-confidential basis from a source other than the Provider or its Representatives, provided that the source of such information was not known by the Recipient or its Representatives to be bound by a confidentiality agreement with, or other contractual, legal or fiduciary obligation of confidentiality to, the Provider with respect to such information, or ",Confidentiality Clause,train
"The Recipient shall not acquire any intellectual property rights under this Agreement except the limited right to use as set forth above.  The Recipient acknowledges that, as between the Owner and the Recipient, the Confidential Information and all related copyrights and other intellectual property rights, are (and at all times will be) the property of the Owner, even if suggestions, comments, and/or ideas made by the Recipient are incorporated into the Confidential Information or related materials during the period of this Agreement.",Confidentiality Clause,train
"Moreover, we agree to reveal the Information only to our agents, representatives and employees who need to know the Information for the purpose of evaluating the transaction described above, who are informed by us of the confidential nature of the Information and who shall agree in writing to act in accordance with the terms and conditions of this Agreement. ",Confidentiality Clause,train
"1. The following terms apply where an organisation or its staff may gain access to, or have provided to it, personal identifiable information (defined within the terms of the Data Protection Act 1998) when working for, or with the ‘data controller’. ",Confidentiality Clause,train
"This Agreement does not apply to information that: i. was available to the public at the time of disclosure, or subsequently became available to the public without fault of Recipient; ii. was known to Recipient at the time of disclosure or was independently developed by Recipient, provided there is adequate documentation to confirm such prior knowledge or independent development;",Confidentiality Clause,test
"The Company shall: 2.1.1  Use the Confidential Information solely for the Purpose as set out above; 2.1.2  Hold the Confidential Information in confidence and shall not sell, assign, transfer or otherwise disclose the Confidential Information, or any information or materials derived there from, to any third party without the prior consent of the TTC, save and except as otherwise provided herein; 2.1.3 Employ at least the same degree of care to protect the secrecy and confidentiality of the Confidential Information as it uses to protect its own confidential and proprietary information and materials, but in no event less than reasonable care; and 2.1.4  Restrict the release, access and use of the Confidential Information to those employees and officers who must have access to the Confidential Information in order to permit the Company, in good faith, to determine whether to submit a bid based on the RFP, save and except as otherwise provided herein;",Confidentiality Clause,train
"a. “Confidential Information” shall mean all confidential, proprietary and trade secret information and materials, whether in written, oral, visually, electronic or another format (including, for example, demonstrations, models or proto-types, software, computer tapes, audio or video tapes or recordings, other media), and whether intentionally disclosed or observed inadvertently, includ-ing, but not limited to, the following: [insert specific description if possible]; research, product plans or other information regarding the Discloser’s prod-ucts or services and markets therefor, customer lists and customers, software, developments, inventions, processes, formulas, technology, designs, drawings, engineering, hardware configuration information, marketing, finances or other business information; information of a confidential, sensitive, non-public, or personal nature, including information belonging to a third party or for which the Company owes a duty of confidentiality; any other Company proprietary or confidential information, including but not limited to any materials or any oral and written communications between the parties marked “confidential,” “proprietary” or similarly marked; or any materials which a reasonable person would recognize from the surrounding facts and circumstances to be proprietary or confidential. b. The Confidential Information that must be protected under this Agreement in-cludes  (i) tangible information (such as written materials, models, and/or speci-mens) identified as being Confidential Information by an appropriate, conspicuous legend (such as “Confidential” or “Proprietary”);  (ii) information in oral or visual form that is identified as being Confidential Information at the time of disclosure and confirmed in writing as Confidential Information within fourteen (14) days after the disclosure; or ",Confidentiality Clause,train
"In the event that the Receiving Party or any of the Receiving Party’s Representatives are requested or required (by oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process) to disclose any of the Confidential Information or Discussion Information, the Receiving Party will provide the Disclosing Party with prompt written notice of any such request or requirement so that the Disclosing Party may in its sole discretion seek a protective order or other appropriate remedy and/or waive compliance with the provisions of this Agreement.  If, in the absence of a protective order or other remedy or the receipt of a waiver by the Disclosing Party, the Receiving Party or any of the Receiving Party’s Representatives are nonetheless, in the written opinion of outside legal counsel, legally compelled to disclose Confidential Information or Discussion Information to any tribunal, the Receiving Party or the Receiving Party’s Representatives may, without liability hereunder, disclose to such tribunal only that portion of the Confidential Information or Discussion Information which such counsel advises the Receiving Party is legally required to be disclosed, provided that the Receiving Party will use the Receiving Party’s reasonable best efforts to preserve the confidentiality of the Confidential Information and the Discussion Information, including by cooperating with the Disclosing Party to obtain an appropriate protective order or other reliable assurance that confidential treatment will be accorded the Confidential Information and the Discussion Information by such tribunal; and provided further that the Receiving Party will promptly notify the Disclosing Party of  (i) the Receiving Party’s determination to make such disclosure and  (ii) the nature, scope and contents of such disclosure.",Confidentiality Clause,test
"E. “Confidential Information” shall mean all information provided at, pursuant to, for the purposes of, or discovered or generated during  (a) the Events and  (b) the process set forth in the OMA Interoperability Policy and Process Document, including, but not limited to, the implementation conformance statements, test results, test reports, and the operator network configuration information, which: (i) is identified in written or oral format by the Disclosing Participant as confidential, trade secret or proprietary information at the time of disclosure, (provided that such information, if disclosed orally, must be summarized and designated as confidential in written format to the Receiving Participant within thirty (30) days of disclosure), (ii) is identified in this Agreement as Confidential Information, or (iii) a reasonable person in the same circumstances as the Receiving Participant should have known or has reason to know is confidential, trade secret or proprietary information of the Disclosing Participant.",Confidentiality Clause,train
"Therefore, the Seller and Guarantor agree that at all times from after the date hereof, they will not, directly or indirectly, without the prior written consent of the Buyer, disclose to any person, firm, company or other entity (other than the Buyer or any of its Affiliates) any Confidential Information, except to the extent that  (i) any such Confidential Information becomes generally available to the public or trade, other than as a result of a breach by the Seller or Guarantor of this Section 3, or  (ii) any such Confidential Information becomes available to the Seller or Guarantor on a non-confidential basis from a source other than the Seller, Guarantor, Buyer or any of their Affiliates or advisors; provided, that such source is not known by the Seller or Guarantor to be bound by a confidentiality agreement with, or other obligation of secrecy to, the Seller, Guarantor, Buyer or another party. ",Confidentiality Clause,train
"2. The Receiving Party agrees, except as required by law, to:  (i) protect the confidentiality of the other party’s Confidential Information in whatever form maintained, including any notes, summaries, reports, analyses or other material derived by the Receiving Party, its Affiliates, or its or their Authorized Parties (defined below), in whole or in part, from the Confidential Information (collectively, “Notes”);  (ii) use the Confidential Information and Notes only for the purposes of evaluating a possible Transaction and the terms thereof; ",Confidentiality Clause,train
"At any time upon the request of a Provider for any reason, a Recipient will, and will direct its Representatives to, promptly, but not later than 10 business days, after receipt of such notice or request, destroy or return (at Recipient’s option) all Evaluation Material and all documents that incorporate Evaluation Material, and no copy or extract thereof (including electronic copies) shall be retained, except that Recipient and its Representatives may retain one copy to be kept confidential and used solely for archival, legal, and compliance purposes. ",Confidentiality Clause,test
"Recipient may not reverse engineer, decompile or disassemble the Product except to the extent that this restriction is expressly prohibited by applicable law. ",Confidentiality Clause,train
"3. Each Party acknowledges and agrees: a. All Confidential Information acquired by either Party from the other Party shall be and shall remain the exclusive property of the disclosing Party or the member of its group providing it; b. To hold all Confidential Information in confidence and to procure that its representatives, advisers and associates hold all such Confidential Information in confidence. MUTUAL NON-DISCLOSURE AGREEMENT c. To limit access to such Confidential Information to authorised individuals (the “Permitted Personnel”) who have a need to know the Confidential Information in order for the Party to participate in the Matter. d. To procure that its Permitted Personnel are aware and adhere to the terms of this Agreement; e. To use such Confidential Information only for purposes of work, services or analysis related to the Matter and for other purposes only upon such terms as may be agreed upon between the Parties in writing; and f. To return promptly to the disclosing party, or to destroy any copies of such Confidential Information in written, graphic or other tangible form at that Party’s request and any such destruction shall be certified in writing to the disclosing Party by an authorised officer of the Recipient;",Confidentiality Clause,dev
"2. ALL NYNEX Confidential Information: (a) is hereby acknowledged by CONSULTANT to be of a proprietary nature to, and to constitute secrets of NYNEX; (b) shall not be copied, used, distributed, disclosed, disseminated or communicated in any way or form by CONSULTANT whether or not for its own benefit, to anyone outside or within its own organization, except on a ""need-to-know"" basis to the extent necessary for: ",Confidentiality Clause,train
"Confidential Information may be used only to the extent reasonably required for the purposes of evaluating, producing or carrying out the Transaction; provided however, that Recipients may only disclose the Confidential Information to those of its contractors, vendors, directors, officers, advisors, agents and employees (""Representatives"") who need to know such Confidential Information for the purpose of evaluating, performing or carrying out or producing the Transaction and who shall be bound by a written agreement or other legally enforceable written obligations to preserve the confidentiality of the Confidential Information in a manner consistent with this Agreement. ",Confidentiality Clause,dev
a. GENERAL EXCEPTIONS.  The disclosure and use restrictions imposed in this Agreement do not apply to Proprietary Material that:  (a) Pinetree can show by documentary evidence was already in Pinetree's possession before the disclosure hereunder to Pinetree;  (b) is hereafter disclosed to Pinetree by a third party who has no duty of confidentiality to STI in respect of it; or ,Confidentiality Clause,train
"(b) The term “Evaluation Material” means any and all information (whether written, oral or electronic), data, documents, agreements, files and other materials, whether disclosed orally or stored in written, electronic or other form or media, which is obtained from or disclosed by the Company, or its Representatives or Affiliates before or after the date hereof regarding the Company, including, without limitation, information concerning the Company’s business, financial condition, operations, prospects, assets and liabilities, and all notes, reports, forecasts, analyses, compilations, studies, interpretations or other documents prepared by you or on your behalf, (collectively, “Notes”) which contains or is based upon, in whole or in part, the Evaluation Material.",Confidentiality Clause,train
"Receiving Party shall disseminate Confidential Information only to those employees, independent contractors, advisors, or Affiliates, on a “need to know” basis in order for Receiving Party to carry out the Purpose, and Receiving Party warrants that all such employees, independent contractors, advisors, or Affiliates shall be advised of the confidential nature of the information received and that all such employees, independent contractors, advisors, Affiliates shall be bound in writing by obligations no less stringent than the terms set forth in this Agreement. ",Confidentiality Clause,train
"WHEREAS each Party is considering disclosing certain technical, marketing, and business information, including ideas, discoveries, inventions, software code, prototypes, price information, future product plans, manufacturing methods, and other ideas of a technical or economic nature, which is considered to be confidential or proprietary (hereinafter ""Proprietary Information"").",Confidentiality Clause,train
"3. The obligations of confidentiality under this Agreement shall not apply to any information that:  (a) was previously known to the Parties free of any obligation to keep it confidential;  (b) is or has become publicly known, through no wrongful act of either Party;  (c) was rightfully received from a third party who is under no obligation of confidence to the receiving Party; ",Confidentiality Clause,train
"(3) In the event you or your representatives receive a request to disclose Confidential Evaluation Material pursuant to any court order or legal process, you or your representatives will give the Company prompt written notice thereof so that the Company may seek an appropriate protective order. ",Confidentiality Clause,train
"2.3 Immediately upon written request by the TTC and subject to any statutory requirement, the Company shall return all copies of the Confidential Information in its possession to the requesting party or certify that all copies in its possession or control have been destroyed.",Confidentiality Clause,train
"All information furnished to RECIPIENT by HALO shall, unless otherwise specified in writing by HALO, remain the property of HALO; and the written information, and any copies thereof, shall be promptly returned to HALO upon its written or destroyed by RECIPIENT at HALO’s option.",Confidentiality Clause,train
"Confidential Information means any information disclosed by one party (the ‘Discloser’) to the other (the ‘Recipient’) relating directly or indirectly to Name of Technology/Project, file # which is identified by the Discloser, either orally or in writing, as confidential, either at the time of disclosure or, if disclosed orally, confirmed in writing within thirty (30) days following the original disclosure.",Confidentiality Clause,test
"(e) ""Confidential Information"" shall mean all information of the disclosing party, whether commercial, financial, technical or otherwise, disclosed to the recipient in connection with the Business Purpose specified in the Schedule hereto (""the Business Purpose"") (whether disclosed orally, in documentary form, by demonstration or otherwise) which is contained in any form whatsoever (including without limitation data, drawings, films, documents and computer readable media) and which is marked or otherwise designated to show expressly or by necessary implication that it is confidential or proprietary to the disclosing party.",Confidentiality Clause,train
"The obligations of the parties pursuant to the provisions of this agreement shall not apply to any information that: 8.1 is known to or in possession of the receiving party prior to disclosure thereof by the disclosing party; 8.2 is or becomes publicly known, otherwise then pursuant to a breach of this agreement; 8.3 is developed independently of the disclosing party by the receiving party; 8.4 is disclosed by the receiving party to satisfy the order of a court of competent jurisdiction or to comply with the provisions of any law or regulation in force from time to time; provided that in these circumstances, the receiving party shall advise the disclosing party in writing prior to such disclosure to enable the disclosing party to take whatever steps it deems necessary to protect its interests in this regard, provided further that the receiving party will disclose only that portion of the information which it is legally required to disclose and the receiving party will use its reasonable endeavours to protect the confidentiality of such information to the widest extent possible in the circumstances;",Confidentiality Clause,train
"3.4 Notwithstanding anything to the contrary contained, in this agreement the parties agree that the information may be disclosed by the receiving party to its professional advisors, agents and consultants, for the purposes of evaluating the investigation and enter into an agreement as contemplated in clause 1 (introduction), providing that the receiving party takes whatever steps are necessary to procure that such professional advisors, agents and consultants agree to abide by the terms of this agreement to prevent the unauthorised disclosure of the information to third parties. 3.5  The receiving party agrees: 3.5.1 not to utilise, employ, exploit or in any other manner whatsoever use the information disclosed pursuant to the provisions of this agreement for any purpose without the prior express written consent of the disclosing party. 3.5.2 that the unauthorised disclosure of the information to a third party may cause irreparable loss, harm and damage to the disclosing party.  Accordingly, the receiving party indemnifies and holds the disclosing party harmless against any loss, action, claim, harm or damage, of whatever nature, suffered by the disclosing party pursuant to a breach by the receiving party of the provisions of this agreement, 4. TITLE All information disclosed by the disclosing party to the receiving party is acknowledged by the receiving party: 4.2 not to confer any rights of whatever nature in such information to the receiving party. 5. RESTRICTIONS ON DISCLOSURE AND USE OF THE INFORMATION 5.1  The receiving party may disclose the information only to its officers, employees and professional advisors and then only on a strictly need-to-know basis.",Confidentiality Clause,train
"The foregoing notwithstanding, the Recipient may disclose classified information to its employees or contractors (hereafter Representatives) to the extent each such Representative has a need to know such information to conduct the work referenced in the Whereas clauses, and shall comply with Recipient’s obligations under this Agreement. ",Confidentiality Clause,test
"If the disclosing Party so requests in writing, the receiving Party shall immediately:- 5.2.1 return all Confidential Information including copies to the disclosing Party; and 5.2.2 destroy or permanently erase all copies made by the receiving Party and procure that anyone to whom the receiving Party has supplied copies destroys or permanently erases such copies and any further copies made by them.",Confidentiality Clause,train
"During the Restricted Period and at all times thereafter, Seller Parties will keep and hold all Confidential Information (as hereinafter defined) in strict confidence, and will not use or disclose in any way any of such Confidential Information without the prior express written consent of the Buyer Parties. ",Confidentiality Clause,test
"All Confidential Information  (a) supplied by any employee, agent, consultant, or independent contractor of State (""State Representatives"") to the Recipient or any employee, agent, officer, director, shareholder, independent contractor or representative of the Recipient (collectively, the ""Recipient Representatives""),  (b) obtained by the Recipient or any Recipient Representatives from any documents, meetings or telephone conversations with any State Representatives or from books or records of State,  (c) obtained by the Recipient or any Recipient Representatives or in any other manner including through hosting the software evaluation on Recipient's website, or  (d) jointly or individually developed by State and/or Recipient shall be protected and maintained by the Recipient on a confidential basis and the Recipient shall not use any of the Confidential Information for any purposes (other than as permitted by this Agreement). ",Confidentiality Clause,test
"Confidential Information shall not be copied or used by the Receiving Party for any purpose other than the Discussions and Negotiations.  With regard to Confidential Information that is covered by copyrights belonging to the Disclosing Party, it is agreed that the Disclosing Party reserves all rights therein.  However, the parties further agree that a limited number of copies of written information covered by such copyrights may be made by the Receiving Party so that the Receiving Party can adequately use such Confidential Information within the terms and conditions of this Agreement, provided that all proprietary legends and notices on the originals are also reproduced on such copies and that each copy is controlled by the Receiving Party as an original in accordance with the terms of this Agreement.",Confidentiality Clause,train
4. The restrictions as to the use and disclosure set out above shall not apply to: a. any of the confidential information which is or becomes published otherwise than by unauthorised publication in breach of this agreement. b. or any of the Confidential Information which is shown by written or other tangible evidence to have been known to the recipient prior to the date of the disclosure hereunder. c. or any of the confidential information which is lawfully acquired by the recipient from an independent source having a bona fida right to disclose the same. d. or any Confidential Information which as demonstrate by tangible evidence is independently developed by an employee of the recipient who has not had access to any of the Information disclosed to the recipient by the other party.,Confidentiality Clause,train
"The Confidant must not reverse engineer or decompile any software included in any Confidential Information, or make any unauthorised copies of any Confidential Information. ",Confidentiality Clause,train
"Seller covenants and agrees that, unless otherwise required by law, from and after the Closing: (a) Seller shall cooperate with CompuCom at CompuCom's expense to protect and safeguard all of CompuCom's Confidential Information; and (b) Seller shall not, directly or indirectly, use, sell, license, publish, disclose, or otherwise transfer or make available to others any of CompuCom's Confidential Information. As used in this Agreement, the terms ""CompuCom's Confidential Information"" means proprietary or confidential information concerning the Business including, without limitation, information regarding prices charged for Products, the assets, liabilities, and financial condition of the Business, names and identities of customers and analyses of the amount and types of Products purchased by each such customer. Notwithstanding the foregoing,  Seller shall be permitted to disclose historical financial information, including financial information relating to the Business, as may be required by customers, vendors, lenders or other third parties, provided that such third parties shall agree to preserve the confidentiality of such information. 5.2 Compu Com's Non-Disclosure  Obligations.  Compu Com covenants and agrees that unless otherwise required by law, from and after the Closing: (a) CompuCom shall cooperate with Seller at Seller's expense to protect and safeguard all of Seller's Confidential Information; (b) CompuCom shall not, directly or indirectly, use, sell, license, publish, disclose or otherwise transfer or make available to others any of Seller's Confidential Information; and",Confidentiality Clause,train
"However, all CI provided under this NDA will remain subject to the terms of this NDA.",Termination Clause,dev
"The term of this Agreement is two (2) years from the Effective Date, provided that the Receiving Party's duty to protect the Disclosing Party's Confidential Information shall survive expiration or termination of this Agreement and shall expire five (2) years from the date of disclosure.",Termination Clause,test
The bounded Party’s(ies’) duty to hold the Confidential Information in confidence shall remain in effect until such information no longer qualifies as a trade secret or written notice is given releasing such Party from this Agreement.,Termination Clause,train
IV. The terms of this agreement shall continue without limitation of time.,Termination Clause,train
"This Agreement shall expire two (2) years from the Effective Date, but may be terminated prior to expiration by either party giving thirty (30) days' prior written notice to the other party; provided, however, the obligations to protect the Confidential Information in accordance with this Agreement shall survive for a period of five (5) years from the date of the last disclosure of Confidential Information is made under this Agreement.",Termination Clause,train
"b. This Agreement shall be valid when signed by duly authorised representatives of the Parties and shall be binding on each Party for 10 (ten) years as from the date of signature of the last signatory, even if at the end of the negotiations a data sharing agreement is not signed between the Parties, or until such time as the Information enters into the public domain.",Termination Clause,test
"9. Notwithstanding any termination or expiration of this Agreement, the provisions of this Agreement, as they relate to the safeguard, disclosure or use of Proprietary Information shall, unless agreed otherwise by the Parties, or unless such information becomes part of the public domain through no fault of the receiving party, remain in full force and effect  a) for a period of five (5) years from expiration or termination of this Agreement when the disclosing party is a potential supplier to CAE, or  b), for a period of twenty five years if the disclosing party is CAE. ",Termination Clause,train
The Recipient/ remains bound by these provisions unless VELCO rescinds the Classified Information designation.,Termination Clause,test
"Upon the expiration or termination of this Agreement, the obligations of each party shall survive with respect to Confidential Information of the other party disclosed hereunder until such time as the respective Confidential Information becomes publicly known and made generally available through no action or inaction of Recipient or until the end of the Confidentiality Term, whichever occurs sooner.  For the avoidance of doubt, upon termination of this Agreement, each party’s obligation to keep the Confidential Information of the other party confidential for the Confidentiality Term shall apply even in the event where one party is acquired or merged by or into a third party, and such third party shall have the right to enforce this obligation as a third party beneficiary.",Termination Clause,train
This agreement shall be deemed to have commenced upon the date of last signing hereof and it shall continue to bind the parties for 3 (three) years after its termination. 9.2  This agreement shall be deemed to have become terminated in the event of the following (whichever happens the sooner): 9.2.1 the discussions between the parties being unsuccessful and accordingly breaking down; or 9.2.2 an agreement between the parties being concluded regarding their future relationship; or 9.2.3 in any event not later than one year after signing hereof unless extended by mutual agreement. 9.3  This clause will survive the cancellation of this agreement for whatever reason.,Termination Clause,train
"Upon termination of this agreement, all the confidential information made available by M&R shall be returned to M&R on request of M&R, all copies that were made shall be destroyed or handed over to M&R and all stored information shall be deleted. ",Termination Clause,train
"Confidentiality obligations are intended to last from the signing of the present AGREEMENT up to five years after completion of the PROJECT, currently envisaged for March 16, 2015, except any further extensions of the validity period of this AGREEMENT to be agreed upon by THE PARTIES and before the aforementioned deadline. ",Termination Clause,train
"This Agreement shall terminate and be of no further force or effect on the date which is two (2) years from the date hereof; provided, however, that,  (i) with respect to Evaluation Material that is a Trade Secret under applicable law, the confidentiality obligations set forth herein shall continue to apply so long as such Evaluation Material remains a trade secret under applicable law and  (ii) with respect to Evaluation Material that is retained pursuant to Section 8, the confidentiality obligations set forth herein shall continue to apply for an additional five (5) years following such termination.",Termination Clause,train
The requirement to protect Confidential Information disclosed under this Agreement shall survive termination of this Agreement.,Termination Clause,train
"Once confidential information or data obtained hereunder is no longer useful for the purposes described herein, Authorized Person agrees to immediately destroy all such confidential information or data maintained on any information system platform or any form of storage media subject to any schedule of retention established by the Kansas Records Board, in the following manner:",Termination Clause,test
"Each party shall: (a) within one (1) month of completion of the purpose or receipt of a written request from the other party, return to the other party all documents and materials (and all copies thereof) containing the other party's Confidential Information and certify in writing to the other party that it has complied with the requirements of this sub-clause; and (b) notwithstanding the completion of the Purpose or return of the documents and materials as aforesaid, continue to be bound by the undertakings set out in Clause 2. 4. DATA PROTECTION 4.1  Any data provided by AHPL to the Company and used by the Company directly or directly in the performance of this Agreement shall remain at all times the property of AHPL.  It shall be identified, clearly marked and recorded as such by the Company on all media and in all documentation. 4.2  The Company shall take all reasonable precautions and adequate measures to preserve the integrity and prevent any corruption or loss, damage or destruction of AHPL’s data. 4.3  In the event of termination of this Agreement, the Company shall when directed to do so by AHPL, and instruct all its agents and sub-contractors to erase all data provided by AHPL and all copies of any part of the data provided by AHPL from the Company’s systems and magnetic data. 4.4  All data acquired by the Company from AHPL shall only be used for the purposes of this Agreement and shall not be further processed or disclosed without the prior consent of AHPL. 4.5  The data will not be transferred or made available to any Third (3rd) Party without the prior written consent of AHPL.  The Company shall not use any data provided by AHPL, or any substance that is replicated or derived therefrom for any commercial or profit-generating purpose, or in the conduct of research that is subject to consulting, licensing or other similar legal or commercial obligations to another institution, corporation or business entity, unless the provider provides its prior written consent.  Upon completion of this Agreement, the data will be either returned to AHPL or disposed of under the Company’s supervision in accordance with the applicable laws and regulations, and the written instructions of AHPL.",Termination Clause,dev
